,id,normalize,posicionamento
454,"1,18154736030179E+018", governo lula reduziu pobreza do país em 506 mostra estudo  jornal o globo ,esquerda
455,"1,1827811114093E+018",altos salários inúmeros privilégios e programas como o bolsa empresário são alguns exemplos de como grande parte do dinheiro público beneficia políticos a elite do funcionalismo público e donos de empresas ligadas ao estado,esquerda
456,"1,18243688012784E+018", ninguém quer vir mais ao brasil bolsonaro transformou o país num câncer internacionalcom menos rotas decolagens entre…,esquerda
457,"1,18678429605012E+018",a câmara dos deputados pode votar na noite desta terça a ampliação do porte e da posse de armas no país explica por que mais armas significam mais mortes ,esquerda
458,"1,17138040547755E+018",partido pre  tarjetón morado al concejo de bogota  19 ,
459,"1,18319937902232E+018", foi isso que o buarque disse essa é a razão para o bolsonaro não assinar segundo ele,
460,"1,1819765740501E+018", a petrobras é a estatal mais rentável entre todas as estatais não é um custo pro governo pelo contrário gera grandes receitas tanto pela lucratividade quanto pela distribuição de dividendos o governo deveria intervir menos e colher os frutos não implodir a mesma por dentro,esquerda
461,"1,1812747943749E+018", hahahaha foi aqui no ceará k,
462,"1,1831097864366E+018",dormiu ,
463,"1,15493465117108E+018", gado não entende essas coisas,
464,"1,16632049591194E+018", maisfundaonao,
465,"1,07646004486097E+018", como o mbl monopolizou as fábricas meméticas de direita no brasil ,direita
466,"1,18319694344033E+018", é muito grave e extremamente cruel o ins da gestão bolsonaro ter rejeitado 5 dos pedidos que foram feitos de aposentado…,
467,"1,18311343766627E+018",druid tips honesty is magic r u gay omit 4 those dont get u dont flaunt online amp expect em 2 say nothin dontcha want talk bout tel people u trust 2 know be4 u tel ur virtual pals financial independence is nedy be4 comin out thursdaywisdom ,
468,"1,18268343984315E+018",paiu bgs encontro vocês lá 😆 ,
469,"1,18279134017171E+018", será vc esse arrependido,
470,"1,18316428945836E+018", “deputados do psl invadem escola no rio” pra se matricularem na quinta série ,esquerda
471,"1,18265693690022E+018", beira não vejo otávio guedes desse jeito não um dos melhores comentaristas o presidente convenhamos não se ajuda,
472,"1,17909712336876E+018", a justiça brasileira está sendo carcomida por dentro  há legisladores e juízes que legislam e criam jurisprudência qu…,
473,"1,18127402742132E+018", kk a primeiras namoradinha era assim até hj não esqueci ela,
474,"1,18308049739361E+018", aproveita e pede um vale 😅😂🤣,
475,"1,12787815379027E+018", hadad sempre,esquerda
476,"1,18308033512444E+018", e mesmo assim ficam repetindo que foi “vc que fez minha cabeça” como se eu nao tivesse passado por isso na era pt e nao fosse capaz de identificar o esqueminha,
477,"1,1383434895053E+018",quando a lei é falha sobra a justiça a qualquer preço parabéns moro a verdade esta acima do seu cargo ignorar é o mesmo que defender direitos humanos para as monstras que castraram e mataram o filho de uma delas ou o assassino do ator que fez o paçoca,direita
478,"1,18246033316583E+018", falase tanto da necessidade de deixar um planeta melhor para os nossos filhos e esquecese da urgência de deixarmos filhos…,
479,"1,17862602278853E+018",monday already started ,
480,"1,18301400633381E+018", 👏,
481,"1,18674371015702E+018", em breve mais informações  equipe,
482,"1,17544222813689E+018", você fala muita bosta,
483,"1,17985601341296E+018", este ministro e maluco defende bandido e ataca procurador e ministro da justiça tudo errado neste país aqui o crime compensa porque sempre alguém ganha ,direita
484,"1,18046625610693E+018", eu já apresentei um projeto pra anular esse novo decreto nas armas de bolsonaro que dá brecha pra que civis comprem fuzi…,
485,"1,17527764890757E+018", uma criança de 8 anos a agatha foi baleada agora no complexo do alemão 😭😩,
486,"1,18012918157481E+018", de chocolate o baldasso entende mesmo k maior comedia o rgs,
487,"1,17144514178718E+018", hum tom selers,
488,"1,1820416156927E+018", se ha convertido en el preso político más notorio del mundo como lo han lamado desde chomsky hasta melenchon…,
489,"1,18193248566553E+018",p que tô ficando trouxa por quem não merece,
490,"1,18320325991541E+018", vai me fazer perder tempo lk,
491,"1,18288915425181E+018", a verdade é que a gurizada colocou os dois marmanjos pra correr 🤣,
492,"1,18318096762584E+018", concordo com você neste contexto quando me referi a defesa da constituição me refiro aos trabalhos da senadora principalmente agora na cj e devido aos retrocessos desse presidente que não possui capacidade política sendo uma ameaça a soberania nacional,
493,"1,18280336404168E+018",amadas bebam uma taça de vinho enquanto escrevem tc super recomendo tudo flui,
494,"1,07628029811828E+018", preso político kk,
495,"1,1811879154367E+018", o final k ,
496,"1,18243471715884E+018", já que não tem 1 especialista em futebol mineiro espera as outras emissoras sérias darem a notícia depois copia e cola no site de vocêssei que essa babozeira da fox da audiência mas podia simplesmente parar de falar dos times fora do eixo,
497,"1,18315557884519E+018",erundina sempre do lado certo da luta em defesa do direito conquistado das cotas de candidaturas femininas que garante mais representatividade no parlamento e participação feminina na política orgulho de lutar e aprender ao seu lado ,esquerda
498,"1,1806905024983E+018", o mestre veio caralho parabéns madrinha ,
499,"1,18319881099613E+018",ta flopando,
500,"1,15396415168704E+018", 🤣👏🏻👏🏽👏🏿,
501,"1,15071451615976E+018",bomdia boasemana ,
502,"1,17337133777307E+018", foi um resultado interessante de analisarapaguei a enquete pq qlq enquete dessa q fique no ar por mais de 20 minutos os…,
503,"1,18317217807177E+018", people like you are the ones who keps humankind por and underdeveloped asking for authority and government control making everyone por and kiling milions of people then blaming capitalism,
504,"1,18299190429375E+018", o brasil vai dar certo apesar da corrente contrária ,
505,"1,18678948126681E+018",infelizmente a reforma da previdência de bolsonaro e guedes conseguiu ser aprovada no senado a população será penalizada em um sistema previdenciário injusto e desleal que aprofunda desigualdades e não combate privilégios nós votamos não a história cobrará quem apoiou,esquerda
506,"1,17811836687736E+018",geraldo prado fundador da maior biblioteca rural do mundo bahia indignado afirma que professores não são muito chegados a ler tem muitos que moram do lado da biblioteca e em 19 anos não pisaram lá para pegar um livro nem de autoajudaisto é uma vergonha ,
507,4607896643,é finalista do prêmio planeta casa 209 na categoria projeto arquitetônico da editora abril,
508,"1,18282380828317E+018", acordem meus amigos paladinos levantem e vão para seu trabalho sua aula ou qualquer que seja sua obrigaçãoa noite s…,
509,"1,18194733860201E+018", a obra simples que me fez chorar hoje no masp a artista pediu que ambos os empregados e patrões desenhassem sobre o map…,
510,"1,18267935117696E+018",bacurau na maior ocupação de são paulo no dia 1 de novembro faremos uma exibição popular de bacurau na ocupação vila nova palestina do vamos ,esquerda
511,"1,18315416174085E+018", ngm de friends votaria no bozo e é por isso que a gente ama tanto eles são todos sensatos o ross é professor a rachel é…,esquerda
512,"1,18302283093972E+018", coitado porque será que o mestre foi desconvidado né alguém poderia dizer para ele tadinho 🤣,
513,"1,1863155369862E+018", voluntários do mbl pernambuco estão agora na praia do paiva ajudando a limpar o óleo que atinge a região valeu ,direita
514,"1,18170623260592E+018", kk pega fogo cabaré k,
515,"1,18281018335499E+018",1 meninas de 10 a 14 anos gastam 50 mais tempo se dedicando a trabalhos domésticos em comparação a meninos da mesma faixa etária cerca de 50 milhões de meninas e mulheres não têm acesso a banheiros para praticar uma higiene adequada durante seu período menstrualdiadamenina,neutro
516,"1,18275934837794E+018",na véspera do dia dos professores foram essas meninas e meninos que deram uma aula os deputados que quebraram a placa de mariele invadiram o colégio pedro i para fazer provocações foram recebidos pelos alunos e alunas assim ,esquerda
517,"1,10514485582571E+018", indentificado 😂 olha o presidente de vocês aí 🤦🏾‍♂️,
518,"1,18190388445913E+018",saiba como funciona a militância petista em ambientes virtuais ,direita
519,"1,18313730697225E+018", eu odeio calor,
520,"1,15762902448889E+018", eu com 10 anos pesquisando fotos capa para facebok no gogle,
521,"1,18302116369548E+018", bancos batem recordes sucessivos de lucros graças aos mecanismos que “criam” dívida pública enquanto isso a dívida externa aumenta.,esquerda
522,"1,18703115294885E+018",a câmara segue debatendo essa semana o pl da traição de bolsonaro que aumenta a desigualdade entre a base e os militares de alta patente ecou a pergunta feita pela maioria dos militares bolsonaro pretende se eleger apenas com votos dos generais ,direita
523,"1,18170787628231E+018", quanto é 8x7,
524,"1,16252098192103E+018", real que saudades,
525,"1,18318253182437E+018", vc aeu viu fica provocando dps n quer q eu me apaixone,
526,"1,18319719182701E+018", quase não traz 3 pontos o karalho,
527,"1,18314542971171E+018",círio de nazaré ❤️🙏 ,
528,"1,18202310018511E+018",com a saída de bolsonaro do psl bivar se torna o mais recente homem de 359 milhões de reais com brigas internas e priorizando os caprichos de eduardo e flávio qantos da bancada acompanharão o presidente,
529,"1,18208100636451E+018",acho que se minha família tivesse feito isso ao invés de mandar eu mudar emagrecer pra agradar os outros eu não teria metade das inseguranças que eu tenhomas eu de vd não culpo elas por terem feito isso elas tbm tavam mal,
530,"1,11342526286626E+018", taurino é bilíngue fala português e coisas por impulso,
531,"1,18205351684149E+018",hein rameira ,
532,"1,1823349412182E+018", nessa analogia a cidade n teria mais habitantes kporém vamos na sua analogia sem sentido como funciona a democracia a maioria ganha correto eu acabei de dizer sobre o fato do cristão que votou em nome de deus e da sua religião afim de levar inconsciente mente o brasil,
533,"1,18237552250189E+018",é bis ,
534,"1,18301855541721E+018", o problema é quando a pessoa é questionada sobre aborto tenta sair como isenta e diz que isso tem que ser decidido através de um plebiscito hipocrisia soucontraaborto abortonão provida brasilconservador bolsonaropresidente bolsonaro202 somostodosbolsonaro,direita
535,"1,18283419335469E+018", o mais alto da superliga vai ser o renan buiati com 217 m jogando pelo campinas voleinosportv,
536,"1,18669681481003E+018", estou jurado de morte e a minha segurança é formada por agentes da segurança pública são profissionais treinados para isso algo bem diferente é armar civis pela sua lógica torta eu deveria pedir o porte de arma para mim sou contra a segurança é papel do poder público,esquerda
537,"1,18244570991786E+018", expõe a hipocrisia do presidente bolsonaro fez a reforma da previdência porque não tinha dinheiro mas isentou um trilhão das multinacionais ,esquerda
538,"5,84139239912243E+017",amominhafamilia,
539,"1,12448873333043E+018", anti machismo nerd sempre,esquerda
540,"1,17188590112078E+018", melhor resposta,
541,"1,1793818626844E+018", rancinho,
542,"1,18319170001512E+018",ai bixa que bgs2019 foi esse arrasaram nessa bgs amei pecax pena que não pude ir mais assistir a live ,
543,"9,65617177465377E+017",amores aproveitem as compras cupom de desconto chama no pv ,
544,"1,18230079215969E+018", to mt triste mais um caso de racismo meu maquiador tá participando de um concurso de make e eu sou a modelo dele,
545,"1,18302841519412E+018", quem não é homem é você de postar essa porcaria ao invés de se dirigir a direção do programa por meios oficiais melhor é homem um homem covarde vergonha da raça,
546,"1,18713046635013E+018",em reunião com diversos representantes de hospitais com o ministro da saúde e o deputado para tratar de assuntos relacionados a saúde do estado de são paulo trabalharei sempre pelo melhor do estado de são paulo e do brasil ,
547,"1,18320519084713E+018",yes and because last dentist i went theresa jones of gulfport ilegaly implanted a chip in my gum for the nsa target of organized comunity stalking here in gulfport ms at the oaks apartments by the trump deplorables are you going to help us14 on nsa list get wel son ,
548,"1,1831768448892E+018", hoje eu encontrei uma garota chorando fora do mcdonalds e quando eu fui perguntar o pq ela disse que tinha perdido 30 reais,
549,"1,17656503556662E+018", vc não assistiu ao discurso houve aplausos sim até mais do que eu imaginava depois dele falar tantas verdades na cara dos comunistas,direita
550,"1,18128502142604E+018", uma na quarta série do primário que era sensacional queria ter tido mais professoras como ela,
551,"1,18042449135428E+018", lula livre mariele anderson presidente fora bolsonaro moro na cadeia investigação na vaja jato já,esquerda
552,"1,16936076299492E+018", musadosmemes qdo chegar em casa vou limpar toda a casa e estudar  chegando em casa ,
553,"1,152363069798E+018", nunca,
554,"1,18213599257004E+018", parabéns,
555,"1,18131103101405E+018", é um excelente time mas o time de 1982 que eliminou o brasil era melhor acho que só o pirlo tinha vaga naquele time,
556,"1,173376890415E+018"," com os novos diálogos da vazajato a credibilidade do exjuiz e atual ministro da justiça sérgio moro que já estava conturbada, piorou",esquerda
557,"1,17912623740031E+018", e aí bolsominion já foi pra avenida paulista com a camisa da cbf com o pato da fiesp e batendo panela contra o gilma…,esquerda
558,"1,18227146647533E+018",sérgio moro meu heroi,direita
559,"1,16291638280525E+018", vai lava o cu k,
560,"1,18210116033917E+018", vai pro pcdob seu bosta,direita
561,"1,18241771227177E+018",resistindo à tentação em comparar bacurau com a hora dos ruminantes,
562,"1,15799623884473E+018", você não leu 10 livros na sua vida meu deus como pode ser tão limitado intelectualmente academicamente eu já conhecia a limitação mas consegue piorar vai estudar “ministro” o índio te deu um pito vagabundo,
563,"1,18246141230156E+018", aí miga k,
564,"1,18282046028483E+018", o sextou que eu queria ,
565,"1,18320088649293E+018", termino griego,
566,"1,18242428788355E+018", amanhã depois da aula,
567,"1,14016753818315E+018", como vocês bolsominions são patéticos se é que entendem o que falei bando de asnos,esquerda
568,"1,13048313252282E+018",melhor crítica ao final de got ,
569,"1,18209335546923E+018", tô vendo nada e não põe a culpa na mídia pois as declarações imaturas dele dão mais ibope,
570,"1,16924797338307E+018", ele vai tirar a calcinha pela cabeça k bicha super reprimida só fala de gay fora bolsonaro,esquerda
571,"1,18099901810258E+018", qm acha qualquer gato feio nao eh uma pessoal confiavel ,
572,"1,18274791963773E+018", premiê da etiópia abiy ahmed ganha o nobel da paze o lula continua preso e sem nobel babaca 🤣,direita
573,"1,18312983756692E+018", take careau ziam onde a mãe de zayn é internada em estado grave com um a doença rara e liam é o médico responsável por…,
574,"1,1799662280829E+018", a única coisa que me tira do sério é o beijo que a gente ainda não deu 😔,
575,"1,18719501723806E+018",iso aqui é flamengo,
576,"1,18317755594958E+018", pro mesmo lugar que a galera do rir mandou qdo pediu anita ,
577,"1,18672505489108E+018",free lula ,esquerda
578,"1,18187795905923E+018", essas são provas que os alunos do colégio loyola de bh prestam se vc tem filho que estuda neste colégio abra o olho,
579,"1,17911879566488E+018", janot prova no livro que lula foi alvo de uma caçada da lava jato leiam via ,esquerda
580,"1,17732399623855E+018", a questão é que isso tem que ser imposto pela sociedade sem que o congresso interfira a democracia pode ser exercida diretamente pelo povo sim é o que diz a constituição,
581,"1,18298929234964E+018",fica aqui nossa homenagem às crianças brasileiras lutemos por um outro futuro possível 💛🌻 ,
582,"1,18685997558031E+018", circula pelas redes sociais um post com a informação de que o expresidente tem uma conta com 243 milhões de…,
583,3457335998,mercadante  que decepção,
584,"1,18068455369177E+018", é mestre obg pra todo mundo que acreditou esse momento é meu 🎊🎉🎊🔫🔥 ,
585,"1,18316562490375E+018", e cuidado às vezes vc cospe pra cima e volta pra garrafa fizeram todo esse barulho sobre mensalinho de psl com a mais alta,
586,"1,18046814920183E+018",na encruzilhada do mundo virtual para o realmais um amigo virtual que se materializa ,
587,"1,17482598675352E+018",prof custela apresenta a todos uma jovem muito inteligente que estuda na escola técnica virgínia patrick a belíssima daniela leonidio ,direita
588,"1,17074757821391E+018",faz qual jogo da nfl hoje nflnaespn,
589,"1,1761402399345E+018", problema é quando para queríamos que não tivesse parado como ocorreu na copa américa o povo não sabe o que quer,
590,"1,18201211177551E+018", Impeachemant do bolsonaro,esquerda
591,"1,18678250363131E+018",reforma da previdência aprovada economia de 80 bilhões poderia ser melhor sim mas é o que temos agora vamos para o pósprevidência tributária administrativa e privatizações,direita
592,"1,18319349627195E+018", a ironia como disfarce combinadinha no grupo de zap mas os fatos são inabaláveis na foto a mamata com dinheiro público para parentes do bolsonaro,esquerda
593,"1,18310006099066E+018",k ,
594,"9,23946692172493E+017", os caras foram campeões do mundo em 51 os fatos históricos são incontestáveis,
595,"1,1694281448703E+018",bachelet não era comunista hitler não era comunista e a terra não é plana 💜,esquerda
596,"1,18317703492898E+018"," alguém viu essa notícia na globo lixo ou na folha pois é não vão mostrar nunca mesmo ajudem a compartilhar, bolsonaro mito",direita
597,"1,16564323337397E+018",cuélar se complicando ,
598,"1,18316031058633E+018",ei ate quando você vai ficar assim com vergonha de sair passear  verão esta ai eleve sua alto estima sinta se poderosa adquire este ebok digital e 👉percapesodeverdade👈👉👈 produto com garantia ou devolução de seu dinheiro,
599,"1,17015083235829E+018", depois de john oliver na hbo hoje foi a vez de trevor noah detonar bolsonaro metade do daily show nesta noite se focou,
600,"1,1761526471052E+018",dr ítalo marsili sobre olavo de carvalho ,
601,"1,18302113135321E+018", tenha o mínimo de respeito pelas crianças e pare posar fazendo arminha com as pobres crianças inocentes pra foto,esquerda
602,"1,18094920692161E+018",eu odeio quando meus vizinhos começam a brigar,
603,"1,18314921188755E+018"," apoiado pelo o povo brasileiro, meu presidente bolsonaro",direita
604,"1,18737038946438E+018",entenda a ação ,
605,"1,1831590847465E+018", tem que ter capitalismo mesmo,direita
606,"1,11780411510565E+018",o cara é investigado por lavagem de dinheiro nos usa na venezuela e no brasil agora tem passaporte diplomático que maravilha ,
607,"1,1823573396697E+018",eu acho q vai chover,
608,"1,18229808732431E+018", sono,
609,"1,16546428618302E+018", enquanto o bolsonaro choraminga na tevê e na live que tá difícil arrumar dinheiro pra segurar a bomba que ele mesmo armou,esquerda
610,"1,18201674444723E+018",projeto proíbe cobrança de ingreso extra a pessoa com deficiência que ocupe mais de um assentoleia a matéria completa aqui ,
611,"1,18275867036035E+018", a bala tá comendo solta no r6s com as equipes e aqui no estande da xboxnabgs…,
612,"1,18205431477014E+018", minha deputada então pq o presidente não ejeta o ministroeu ejetaria,
613,"8,71826801655505E+017", desculpa mas não entendi sua resposta,
614,"1,1803160061888E+018", imagine que um grupo criminoso contou por muito tempo com colaboração de ministros do supremoimagine que tal grupo…,
615,"1,16824267449276E+018", acesse o código de defesa do consumidor e saiba mais sobre os seus direitos …,
616,"1,18127070458877E+018", arão está bem arão virou craque joga muito irmão abs,
617,"1,17876977745785E+018", quase 1 ano para aprovar uma uma lei importantíssima para o país e quando se trata de lei de abuso de autoridade ou aumento do fundo partidário para beneficiar corruptos é aprovado na calada da noite uma vergonha ,esquerda
618,"1,18314368938584E+018", apodi,
619,"1,18234351034059E+018",almoçar com meus avós é muito bom melhor forma de começar a quintafeira,
620,"1,18196375668912E+018",chico buarque merece o nobel “a não assinatura do bolsonaro no diploma é para mim um segundo prêmio camões” ,esquerda
621,"1,15438105918783E+018", a única coisa que não muda é que você é uma vagamundo ignorante vai estudar vai,direita
622,"1,18046529500734E+018", os ministros do stf fazendo licitação para comprar frutas por r30 mil ao mês senadores atrasando a votação da reforma…,direita
623,"1,18320178188036E+018",fogo no feno senhoras e senhores festaafazenda,
624,"1,18319685582137E+018", arrascaeta eu te amo❤,
625,"1,17873389606368E+018", os processos disciplinares inclusive no cnj têm natureza administrativa é preciso que a procuradoria federal ou estadual conforme se trate de juiz estadual ou federal ajuze ação para que seja cassada a aposentadoria,
626,"1,18158493499934E+018", art 5º  todos são iguais perante a lei sem distinção de qualquer natureza…,
627,"1,18276668827571E+018", maiores artilheiros do futebol mundial na atualidade gols oficiais69 cristiano ronaldo 974 j672 messi 828 j53…,
628,"8,63730760007774E+017", a igualdade que eles querem é a igualdade da pobreza entre o povo enquanto essa esquerda vivem no luxo,direita
629,"1,1824513927133E+018", fala sério como eu não tenho um namorado ainda ,
630,"1,18300940821066E+018", parabéns hugh jackman celebrando os 51 anos de um dos atores mais versáteis de holywod explicamos como hugh jackman supero…,
631,"1,18280913093285E+018",marcela bovio tá sumida ☹️,
632,"1,05045478385591E+018", vai ser muito feio perder para um candidato que não foi ao debate ,
633,"1,18236419843467E+018", aproveita que está vendo esse recorte sem contexto feito pelo senador e assiste o vídeo completo,
634,"1,16978713154128E+018",estamos na semana da pátria e este é o momento ideal para demonstrarmos nosso amor pelo brasil vamos às ruas vestidos de verde e amarelo para celebrarmos os 197 anos da nossa independência orgulho de ser brasileiro brasil acima de tudo 🇧🇷semanadapatria ,direta
635,"1,16463639219188E+018",amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não amazonia sim sales não,esquerda
636,"1,18205758126048E+018", se ele continuar “investindo” será um motivo  leontiev pra vc ter convicção com provas bj,
637,"1,18153921682996E+018", retranqueiro é a tuas venta palhaço mas realmente o timão tá mal das pernas no ataque mas tem um excelente defesa 😅,
638,"1,18319252472434E+018", laranjão é o bolsonaro que distrai a platéia enquanto o país é saqueado ,esquerda
639,"1,17099457812153E+018", bicicletas,
640,"1,18028431257657E+018", sorry acho que você errou essa como ler isso “o próximo ministro do stf sou eu”,
641,"1,18175994561787E+018",estamos encaminhando para o conhecimento de todos o documento que recebemos da ebeserh comunicando a retirada de vários serviços do hu da unifap o hu a gente quer inteiro e não pela metade ,
642,"1,13137693978733E+018",profa gabriele durepos da the mount saint vicent university canadá nas suas palestras sobre pesquisa documental e historiografia no programa de pósgraduação em administração pga ufpb ,
643,"1,17527781152489E+018", conserta aí“na noite desta sexta 2009 policiais da up fazendinha nãao foram atacados de vár…,
644,"1,05042397725084E+018", tradução  só sei fazer politica atacando combater um inimigo que não me retruca é o mesmo que falar sozinho e não traz resultado algum,
645,"1,16552500899668E+018", é verdade mesmo inclusive eles querem renovar o lote na mamadeira de piroca agora ela terá 17 cm de piroca o cara não cansa de passar vergonha,
646,"2,37610307420295E+017",agora começando a usar esta jonça de twiter a serio,
647,"1,1592946783297E+018", respondendo o brasil247,
648,"1,18315595017111E+018", parece ser exemplo do tal cidadão de bem,
649,"7,77713271617024E+017",povo apaixonado nam,
650,"1,18683245316983E+018", no mínimo estranho o silêncio de ongs e esquerda brasileira sobre o óleo nas praias do nordeste o apoio desses partidos ao ditador maduro fortalece a tese de um derramamento criminoso ,direita
651,"1,18244734240816E+018", l,
652,"1,11012266654609E+018", melhor time carioca 29909 em 6 jogos  media 4284melhor time paulista 249643 em…,
653,"1,14917636942888E+018",erea,
654,"1,16567847165124E+018", berço do terrorismo europeu deviam estar preocupados com a periferia de paris e suas células terroristas,direita
655,"1,16704657033387E+018", qual é o cupom para usar,
656,"1,16762900228837E+018",i never made any projections past 2014 but it is fun to lok back at the old scenarios no one was bulish enough ,
657,"1,08891160602367E+018",brumadinho,
658,"1,17994271929845E+018", o povo exigindo intervenção militar no stf,direta
659,"1,18030342441761E+018", alguém fez levantanento de quem são os fabricantes,
660,"1,17772165480335E+018",stf vergonha nacional,direita
661,"1,18203588043072E+018", não não não é imposível o que ele está fazendo é desumanoentão com 40 anos rogério ceni chocou o mundo com u…,
662,"1,16551414682323E+018", o governo do presidente ⁦ em ação na amazônia ,
663,"1,1829350018868E+018", psl reage a bolsonaro e pede auditoria nas contas da campanha presidencial ,direta
664,"1,18711174354327E+018", k ,
665,"1,18304781352723E+018", dia das crianças•antiga geração•thread• ,
666,"1,18303656356916E+018", claro melhor vestido de policial do que bandido mas há só essas duas opções pessoalmente acho melhor o pr usar o dia das crianças para enaltecer a educação e a ciência o país carece de pesquisa científica não valorizamos cientistas pensamos serem eles loucos ou esquisitos,esquerda
667,"1,18163902153493E+018", e refiro ao fato em que hoje em dia só enxergam ditaduras em duas condições ou quando é de um governo governamental que não concordam ou se é um extremo de violência totalmente descarada por isso o capitão do mato mas concordo que foi um excesso,esquerda
668,"1,18151825707071E+018", a aliança de centroesquerda que governa portugal teve uma grande vitória nas eleições a ultradireira de lá que diz se…,
669,"1,14511968397005E+018", o brasil vive a esquizofrenia de se querer desmerecer o conteúdo da prova para se gastar tempo com questiúnculas sobre a…,
670,"1,1845325089663E+018",compartilhando cristiano rogercuritiba delegadofrancischini ,
671,"1,17938021137851E+018", kkl maravilhoso,
672,"1,18320230756507E+018",esta é a verdadeira babilônia ela já está caída hoje nós os evangélicos somos  de 42 milhões e logo seremos maioria ,
673,"1,18317836055972E+018", fala isso para os judeus da alemanha de 1940fala isso para os ucranianos da urs de 1931fala isso para os brasileiros de 1964,
674,"1,18320798930356E+018", icônico,
675,"1,15098958997852E+018", e mais o instituto universal brasileiro vai mal das pernas pelo que eu soube ele não pode sumir como o padre réus,
676,"1,18269447347992E+018",o que resta é dormir,
677,"1,16859086702167E+018", se espremer esses no liquidificador não dar uma ideia que preste,
678,"1,18314550970539E+018", a dimensão política da fé deve servir à conscientização da população “conhecereis a verdade e ela vos libertará” jo…,direita
679,"1,18301437054206E+018",notícia excelente fruto da balbúrdia na universidade federal do rio de janeiro essa legenda contém ironia uma vez que o atual governo caracterizou as universidades públicas como espaços de “balbúrdia” ,esquerda
680,"1,1795807651029E+018", gilmar mendes cita mensagens roubadas por violação criminosa de celular para atacar a lava jato cita e interpreta a seu modo,direita
681,"1,17797097567523E+018", nunca consegui usar esses cupons sempre que coloca dá a msn de cupom inválido ou digitado incorretamente,
682,3413314461,mis rio vejam a soma ,
683,"1,17269662508663E+018",assina maia,
684,"1,18163964334066E+018", amador do caralho faço isso pelo menos uma vez por semana ,
685,"1,178626329023E+018",que a semana venha carregada de notícias boas alegrias inteiras gente de bem sorrisos verdadeiros e bençãos sem fimbomdia,
686,"1,1809111332403E+018", topo,
687,"1,18239870693667E+018", até eu loka,
688,"1,16965385701573E+018", uma república ñ é sinônimo de democracia ou de legalidade e uma monarquia pode sim ser uma democracia e tratar o seus assuntos…,direita
689,"1,10919430826622E+018", bigestcrush ,
690,"1,18716632301455E+018", isto aqui é um escárnio as nossas matérias mostram com fotos que as agências compravam centenas de chips e registravam co…,
691,"1,18318155155687E+018", não é recalque são fatos ,
692,"1,18200254504628E+018", sou eu que pago o gentili,
693,"1,18297363937069E+018", venerável mãe dos pobres irmã dulce ganha homenagem no clipe da música bemvinda composição de alexandre leão e jaime sod…,
694,"1,18042906467234E+018",vc esqueceu de mencionar o lula como indicado e favorito ao prêmio seu patrão não deixa ,esquerda
695,"1,03201410658753E+018",ulha a foto70kg atrás,
696,"1,18189930265174E+018", ele te ligou 😦 maluco tenso,
697,"1,18259778871615E+018", vc não curtia os arranjosou as letras das músicasos arranjos eu achava bem toscomais as letras sempre muito elaboradas e passionais,
698,"1,18204768577329E+018",polícia investiga se corpo encontrado no morro dos prazeres é de criança desaparecida  rio de janeiro  g1 ,
699,3797630890,adorei assistir ao show do danilo gentili,
700,"1,08985588308822E+018", fecha em 4876,
701,"1,18311581649521E+018",o tal 🦚 pavão que de misterioso não deve ter  nada se depender de mim será formalmente investigado pela pf na segundafeira entregarei para a polícia suas fake news certamente será pego,esquerda
702,"1,18318537499209E+018", na principal missa do dia em aparecida o arcebispo dom orlando brandes criticou dragão do tradicionalismo disse qu…,
703,"1,18246026274353E+018", fui no super comprar frutas e verduras e estavam na gôndola de inseticidas,
704,"1,18735102859901E+018",o debate final  nando pontes e rap ,
705,"1,16418953646281E+018",congresso nacional r37 bilhões de dinheiro público para campanhas políticas não mais fundão não  assine a petição via ,
706,"5,39185061434651E+017", ap grátis oferece antivírus e ferramentas que otimizam funcionamento de android via ,
707,"1,18319198343259E+018",devo está ficando louco ,
708,"1,176685071451E+018",discurso maravilhoso bolsonaro orgulho do brasil,direita
709,"1,10381772643339E+018", não desista por favor precisamos de vc e de mais uns mil clones seus,
710,"1,18156539825015E+018",o equador é um país de revoluções mais uma vez o povo mobilizado coloca em xeque um governo que tenta aplicar os planos do imperialismo ,esquerda
711,"1,1826392352722E+018", 🔴 exclusif  le brésil vit un cycle de mensonges depuis le coup detat contre dilma rousseflancien président 🇧🇷…,
712,"1,18313842408729E+018", um exemplo de quando a pessoa tem orgulho de ser idiota,
713,"1,18200797879223E+018",eu também apoio ,
714,"1,18298688949156E+018", nada nem ninguém deve tirar a sua paz ótimo dia,
715,"1,18310423394568E+018", eu desabafo com a pessoa ela ignora eu aprendo a guardar tudo pra mim ela por que você não me conta mais nada…,
716,"1,1820113921336E+018", então super valorizado pelo tite que nem o fraquíssimo psg quis,
717,"1,1192450143773E+018", os presos em pedrinhas fizeram milhares de ovos de páscoa nas oficinas de trabalho que lá mantemos e esse trabalho virou m…,
718,"1,18300214010677E+018", feliz dia das crianças marcos 1014 deixem vir a mim as crianças não as impeçam pois o reino de deus pertence aos que são semelhantes a elas ,
719,"5,77866441707397E+017",Em defesa de todas as familias nossa família existe ,esquerda
