,tags,text
386,0, o mundo nao e dicotomico triste ver que so consegue o bom se nivelado pelo pessimo
387,1, interessante a discussao do fundao eu nao concordo com ele mas foi aprovado bora investigar o que todos os partidos est
388,1,o que eu sei a respeito da materia do felipe moura brasil e os blogueiros de cracha 
389,1, pelo contrario
390,1, lamentavel e se manifestar para fraquejada boicotar os votos no dia de amanha
391,1,nao me empolga 
392,1,depois de nos dizer o que pensar evoluiram para nos dizer o que dizer entao o dia de nos dizer o que fazer nao pode estar muito longe charlton heston
393,1,e o lilo e o alan 
394,2,augusto aras no pingos nos is e vergonhoso e revoltante nao so desqualifica a operacao lava jato e o juiz sergio moro baseado no intercept como defende o inquerito ilegal do stf
395,1,coringa nao asista antes de saber isto 
396,1,minha resposta ao presidenteclique no link 
397,1,que bom que assistiu o video os vetos apesar de prematuros e arriscados nao sao o problema e o que foi sancionado e o que flavio e o psl estao fazendocomo voce mesmo disseso confio mesmo na minha mae e no meu pai 
398,1, para a sua
399,1, frota e um canalhafui o primeiro a dizer isso
400,1,um bom presente para os politicos darem para nossas criancas mais fundeb e menos fundo eleleitoral e fundo partidario eu apoio essa ideia e voce 
401,1,o novo defende uma reforma tributaria que seja mais transparente e facilite a vida do cidadao que quer trabalhar e emprender acompanhe as redes do novo para saber mais sobre a reforma tributaria
402,0,o modelo atual e extremamente complexo e faz com que estejamos no topo da lista entre os paises que mais gastam tempo calculando imposto equivalente a 1958 horas alem disso onera investimentos e exportacoes e nao e transparente desincentivando o emprendedorismo
403,1,o imposto sobre bens e servicos ibs converte 5 tributos icms is ipi pis e cofins em um unico imposto essa opcao simplifica o sistema tributario sem aumentar a carga tributaria e o modelo adotado por todos os paises desenvolvidos na europa america e asia 
404,1,o novo e favoravel ao ibs o imposto sobre bens e servicos que e similar ao iva imposto sobre valor agregado adotado por todos os paises desenvolvidos
405,1,esta perdido no debate da reforma tributaria e nao sabe qual a melhor opcao para o futuro do pais preparamos este quadro para te ajudar a entender 
406,0,o novo e contra a privilegiocracia e por isso trabalhamos para acabar com essa cultura que transfere a renda dos mais pobres para os mais ricos queremos um brasil mais justo sem privilegios e com mais oportunidades para todos
407,1,apenas 121 do orcamento federal e destinado para politicas que favorecem os 40 mais pobres isso acontece porque grupos de interesses conseguem atraves de loby influenciar as prioridades das politicas publicas garantindo assim privilegios
408,1,acabou o 2o lote dos ingressos para o 5o encontro nacional garanta ja sua vaga no link 
409,1,no final o cidadao ira pagar a conta de uma viagem internacional de parlamentares e acompanhantes faz sentido
410,0,nao existe jeitinho para reverter o quadro e garantir a entrada do brasil na ocde devemos priorizar as reformas fortalecer as instituicoes realizar uma gestao eficiente com quadros tecnicos e prioridades bem definidaso chile seguiu esse caminho e entrou na ocde ha 10 anos
411,1, o novo governo de minas gerais apresentou o programa todos por minas com acoes para resgatar o estado da grave situacao
412,1, o brasil tem 48 milhoes de criancas e jovens matriculados no ensino basico e urgente unirmos forcas e priorizarmos esfor
413,1,devemos nos inspirar em exemplos que deram certo e comecar a construir hoje um brasil mais livre ja estamos muito atrasados
414,1,aprimorar os mecanismos de combate a corrupcao e a impunidadesimplificar e desburocratizar nossa legislacao reduzindo a inseguranca juridicae muito mais
415,1,governo digital reduzindo burocracias e fazendo o cidadao ganhar tempoinvestimento em educacao basica e capacitacao tecnica garantido e mais oportunidades
416,1,corte de subsidios impedindo distorcoes e cortando privilegiosprivatizacoes dando maior eficiencia para a economia e deixando o estado focar nas areas essenciaisfacilitar o investimento privado em infraestrutura
417,1,que nossa senhora aparecida continue a rezar constantemente por nossa patria e tenha misericordia do nosso futuro hoje e um dia em que todos os catolicos do pais relembram seu amor pela nacao e pedem a sua preservacao junto a padroeira 
418,1,gente aquela modinha de colocar foto de crianca no perfil acabou sem mais nem menos estou perdido
419,1, maturidade politica por parte dos membros do reunidos com o vereador o mais jovem da h
420,1,hoje e dia de celebrar as policias municipais que desempenham fundamental papel na seguranca publica e na manutencao da lei e da ordem 
421,1,depois de quase dois anos de apatia e inacao na prefeitura covas quer recuperar seu capital politico em cima da demagogia mais irresponsavel sera que garante a releicao
422,1,coisas estranhas acontecem em sao paulo agora e a camara dos vereadores aprovando uma medida casuistica que autoriza o prefeito a utilizar recursos do fundo de desenvolvimento urbano em obras viarias
423,1,espero que essa doacao possa incentivar outros politicos ou nao a colaborarem com essa grande obra social
424,1,irma dulce sera canonizada este mes pela igreja de roma fico muito contente em saber que uma alma tao caridosa foi fruto de nossa terra alegrome como cristao catolico mas tambem como brasileiro que deus a tenha
425,1,doacao salarial como voces ja sabem eu abri mao do aumento salarial que os vereadores receberam no final de 2016 e repasso esse valor a diferentes instituicoes de caridade todos os meses e sempre publico o comprovante para que possam acompanhar o cumprimento da promessa 
426,2, ninguem mais presta o youtuber careca excabeludo de sao paulo o humorista pica sonsa o comentarista da direita jove
427,1, oi pessoal to trabalhando muito e ando por fora qual o novo traidor da patria e isentao do pedaco
428,1,e vergonhosa a atuacao do prefeito e seu descompromisso com a coisa publica que o paulistano saiba fazer o correto julgamento nas urnas em 2020
429,2,outro grande atestado de negligencia foi a viagem de ferias a paris enquanto a cidade enfrentava as piores enchentes dos ultimos anos se na ocasiao covas so voltou apos ser pressionado por doria agora ele so se preocupa com saude e zeladoria para se garantir no cargo
430,1,nao significa que o paulistano nao queira mais investimentos nestas areas tao importantes para a cidade mas sim que fica claro a todos que a maior preocupacao do prefeito nao e com a cidade que ele governa mas com ele mesmo
431,1, a pessoa sabe q esta falando a verdade todo mundo sabe q o conteudo das palavra e verdadeiro mas ela fala num tom como se
432,1, se pensar bem esse pessoal inventou uma especie de ironia sinceraolha aqui vc recebe publicoah entao eu recebo din
433,1, ja ficou claro que em nome dessa guerra cultural vale tudo para essa gente como se acham acima do bem e do mal numa
434,1, entao o convescote reaca de dudu que nem o papis quis ir custou r 80 mil de fundo partidario recurso publico confi
435,0,qdo percebi que esse monte de fake so aparecia latindo qdo certas pessoas eram criticadas ficou facil entender q defendiam patroes e nao valores qdo se calaram a respeito do fundao e atacaram quem era contra esse absurdo ficou claro que tinha grana envolvida sao mamateiros 
436,1,quando eu entendi o que tava rolando e bati de frente foi porque o ayan fez a minha cabeca e o padrao e tentativa de deslegitimar critica e exposicaotipo voce nao esta expondo e criticando pq estao fazendo algo criticavel vc so faz isso pq alguem fez a sua cabeca 
437,1,fake news k 
438,1, dinheiro publico pro cara ficar mostrando mitada no twiter 
439,1, 2359 essas teses sobre mavs sao pura alucinacao0 ei o que tem de errado em fazer militancia virtual
440,1, hahahahahahahahahahahahaha tem que se esconder atras de fake mesmo pra defender tamanha mentira
441,1,entao no fundo era tudo apenas por dinheiro hahahahae os caras posando de defensores dos valores conservadores eles so querem mamar na teta mesmo entao 
442,1,o vao flodar vcs ai mas saibam que nao se trata do povo descontente com o e apenas um gordo fracassado lambedor de saco acionando militancia inflada e artificial igualzinho o pt fazia nem liguem para esse babaca segue o jogo 
443,1, nao caiam na de ficar discutindo com perfis sem rosto isso funciona perfeitamente como uma cortina de fumaca para proteger q
444,1,o fez uma materia falando sobre ataques organizados de mavs envolvendo gente de gabinete para provarem que e tudo mentira gente de gabinete e mavs passaram o dia atacando de maneira organizadaparabens aos estrategistas da milicia
445,1,ora ora 
446,0, thenoitethenoitecomdanilogentilicriancas de todas as idades nessa imagem 
447,1,sr joao diz qual e o segredo para chegar ate os 10 anoso que acharam 
448,1,renovando a fe e muito emocionado com esse carinho de todos comigoquantos politicos sao saudados e respeitados asim pela populacao 
449,1,neste momento de fe so posso agradecer a deus e nossa senhora aparecida pela vida pela familia pelos amigosmuito feliz pelo carinho das pessoas comigo emocionanteobrigado deus os abencoe 
450,1,e mais uma vez teremos a saidinha de bandidos sou contra e apresentei projeto para acabar ja com essa vergonha euapoiopacoteanticrime 
451,1,bandido disfarcado de entregador de comida decidiu assaltar mas nao contava com um carro blindado e motorista treinado 
452,1,doria vaiado e o nosso presidente ovacionado na formatura dos 698 novos sargentos ea ta ai governador o resultado de so fazer marketing e nao olhar a realidade dos nossos heroispolicia nota 10 salario nota 0 
453,1,veja a reacao dos bebes surdos ao ouvirem pela primeira vezcomo nao se emocionar 
454,1, a lopes kalil engenharia e projeto da traco aescritorio de arquitetura urbanismo e decoracao comandado pelas jovens arquitetas aline lopes ariane conde e gabriela peloso parabens a todos os envolvidos nesse excelente projeto saiba mais 
455,1,muito feliz com a reinauguracao da praca margarida de albuquerque gimenez em santana a praca comeca um novo capitulo de sua historia com projetos culturais depois de dez meses e aberta ao publico com sua adocao pela incorporadora e construtora peloso e conjunto com
456,1,pra quem defende bandido a que ponto chegamos g1
457,2,a quem interessa nao aprovar o pacote anticrime para mim so interessa aos criminosos
458,1,as criancas dos dando uma aula de superacao e amizade
459,1,ele disse a equipe que o usaria durante o show em homenagem a pmesp e frisou que foi o melhor presente que poderia ter ganhado no brasil embarcou com o presente e fez questao de cumprimentar e agradecer um por um dos que compoem a equipe da rocam
460,1,estou ao vivo agora no programa ospingosnosis da acompanhem papo reto e sem mimimi 
461,1,euapoiopacoteanticrime 
462,1,daqui a pouco papo reto e sem mimimi 
463,1,e uma honra poder participar e palestrar no maior evento conservador a cpac poder falar sobre os direitos humanos em contraponto a criminalidade no brasil e essencial para o nosso cenario todos por um brasil melhor fotos walace machado cpacbrasil 
464,1,ao vivo no palco do cpac brasil
465,1,desde ontem estou participando do maior evento conservador do mundo em sao paulo saiba mais em 
466,1,estava demorando ana carolina jatoba madrasta que matou isabela nardoni deixa prisao para o dia das criancas e um absurdo precisamos acabar com as saidinhas esse monstro vai poder circular por sao pauloa populacao corre perigo informacoes 
467,1,deflacao abre espaco para reducao de juros no pais o ministro da economia paulo guedesdisse que a inflacao baixa e um bom sinal pois assim o brasil tem condicao de baixar jurosesse sim e um governo que pensa e faz pela populacaoinformacoes 
468,1,pf queima mais de tres toneladas de cocaina no paranavamos combater o trafico de drogaspolicia federal fazendo uma excelente barreira no porto de paranaguainformacoes 
469,0,mulheres mais protegidas sanciona projetos que ampliam protecao a mulher em situacoes de violencias mulheres merecem diga nao a violencia contra a mulher saiba mais em 
470,1,sessao da cj bate recorde de projetos analisadosveja mais em 
471,1,a cj esta na boca da populacao
472,1,um soriso transforma tudo obrigado minha parceira de vida por proporcionar a alegria dessas criancas o seu trabalho e lindo saiba como foi aqui 
473,1,por um futuro melhor mec quer aumentar vagas noensino tecnico em 80parabens governo bolsonaro por mais um projeto em prol dos brasileiros
474,2,ministro do tcu que proibiu propaganda do pacote anticrime do ministro foi mais efetivo que qualquer agencia de publicidade a campanha que tava sofrendo na midia virou campea na redes sociais kvamos retwetar retwetar pacoteanticrime 
475,1,pt e amigos choram governo espera arrecadar r 10 mi este ano com bens de traficantes ministerio da justica e seguranca publicafazendo um excelente trabalho 
476,2,urgente lula comprou cachaca uisque e rabadacom o dinheiro do povo e a esquerdalha que apoia esses doissera que ja comeu camarao de r 230 o quilo e o role de lanchavergonha
477,1,cj ao vivo projeto cria campanha de combate aos golpes financeiros contra idosos assista 
478,2,dois pesquisadores especializados em dinamica de correntes maritimas fizeram simulacoes de computador para chegar a resultados que indicam que a origem das manchas de oleo nas praias do nordeste esta no altomar a pelo menos 40 km da costa 
479,1, na proxima segundafeira as 20h30 e receberao os jornalistas e 
480,1,minha coluna da semana trata da completa ausencia de formuladores de politica na equipe economica de guedes
481,1, operadoras devem informar ao tse linhas de agencias suspeitas de disparos pelo whatsap pedido do juiz mostra que nao qu
482,1, starting the impeachment inquiry may have semed risky but when it leads to headlines like associates of presidents per
483,0,i love you o governo dos eua de acordo com uma copia de uma carta enviada a ocde se recusou a endossar a tentativa do brasil de ingressar na organizacao marcando uma reversao apos meses de apoio publico das principais autoridades via 
484,1, mass protests against corrupt governments amp deprivation are things the us govt amp its media promote only when theyre a club
485,2, colegio loyola em bh usou um texto meu numa prova e um grupo de pais de direita conseguiu cancelar a prova sinto muito pelo
486,0,homenzinho que nao sabe a diferenca entre estado e governoate 31 de dezembro de 2026 eu assino diz bolsonaro sobre o diploma referente ao premio camoes inclusive ja pago a chico buarque
487,1,espero que a cpmi das fakenews esclareca definitivamente os fatos e puna os responsaveis sera que moro vai ajudar acho que sim so nao sei quemwhatsap admite envio macico ilegal de mensagens nas eleicoes de 2018 
488,0,bolsonaro precisa alimentar a hipotese de que a facada teve um mandante para afastar a tese de que so a loucura explica sua ascensao ao poder
489,1,parabens pela vitoria querido amigo antonio costa a vitoria do ps renova as esperancas de um mundo mais justo e iluminado 
490,2,brasil episodio de hoje planilha implica bolsonaro em caixa 2 ta com sua mae responde bolsonaro a pergunta sobre queiroz gal heleno manda fhc calar a boca apos critica do expresidente ao governo sergio moro tem estrategia permanente de acuar instituicoes diz maia
491,0, o publico ta pedindo a anitao publico ei bolsonaro vai tomar no cu anitanomultishow 
492,1,valeu phoebe 
493,0,o laranjal pode derrubar bolsonaro a censura esta de volta comenta silvio santos e o assedio infantil em tv aberta terceiro episodio de cafecomboulos
494,0,vamos domingo na avenida paulista por lulalivre 
495,1, vai se tratar titio diz boulos sobre ataque de olavo de carvalho 
496,1,dois pesos duas medidas
497,1,justica feita habeas corpus deferido e preta ferreira sera libertada hoje pretalivre
498,1, para vencer um debate com terraplanistas alucinados ninguem precisa de capangas basta um globo vai se tratar titio
499,2,dois pesos duas medidas ha 5 meses o mackenzie censurou um debate nosso sobre reforma da previdencia alegando politizacao nesta semana recebeu o major olimpio do psl para palestra sobre o mesmo tema parabens aos estudantes que foram denunciar a contradicao 
500,0,a nao assinatura do bolsonaro no diploma e para mim um segundo premio camoesdo grande chico buarque de holanda dando a resposta devida a um presidente sem estatura
501,0,dirigente do psl confessa ter recebido r17 mil reais em dinheiro de um assessor de ministro de bolsonaro na vespera da eleicao do ano passado o laranjal parece ser a ponta do iceberg de fraudes eleitorais em serie o brasil aguarda a manifestacao do tse
502,0,bolsonaro atacou jornalistas e chamou de besteira perginta sobre denuncia do mp de tortura em presidios do para que tinham casos de empalamento e perfuracao com pregos a vontade de quem passou a vida exaltando torturadores e de homenagear os acusados
503,1,o povo equatoriano da o exemplo de como enfrentar um governo traidor e entreguista os ventos comecam a mudar na america latina
504,1,faz1ano ha exatamente um ano terminava o primeiro turno das eleicoes relembre o ultimo video da nossa campanha muito alem de uma eleicao nosso projeto e pra uma geracao 
505,1, boa rolei de rir
506,1, no dia mundial do semteto te conta porque ainda tem muita gente sem casa e muita casa sem gente htps
507,1, o dia mundial do habitat e celebrado anualmente na primeira segundafeira de outubro em todo o mundo foi criado pela onu e
508,1, opiniao aos 73 anos optar por ficar preso em um cubiculo ate ter direito a julgamento justo e um ato de grandeza por
509,1,nojo este cidadao comete crime reiteradamente usando concessao publica 
510,1,convencao estaduao do pdt pa 
511,1, 
512,1,dia e noite debatendo o brasil na universidade federal do para 
513,1, turma boa de manhuacu ta chegando reparebem cirogomes cirominas ciromineiro ciristaseguecirista manh
514,1,e os bancos brasileiros batendo todos os recordes mundiais de lucro de onde vem esta montanha de dinheiro dos que produzem e trabalham e o governo e o encarregado deste crime desde o corrupto governo fhc
515,1,atencao turma boa do paramanha sextafeira 10 estarei na ufpa para debater o brasil com vocesparticipe 
516,0,7 promessa de envolvimento do brasil em acoes militares contra a venezuela abortada pelo oficialato da ativa e por rodrigo maia presidente da camara federal 
517,2,6 ampliacao criminosa da importacao 80 de toda a importacao brasileira de derivados de petroleo gasolina gas de cozinha diesel e querosene de aviacao mantendo 30 da capacidade de refino da petrobras ociosos
518,2,3 importacao de 750 mil ton de trigo norte americano subsidiado4 importacao de milhoes de barris de etanol subsidiado dos norte americanos5 entrega da base de alcantara vedando o acesso de autoridades brasileiras sem permissao das autoridades norte americanas
519,0,i love you ou falando serio em apenas 9 meses de vassalagem vergonhosa as concessoes feita por bolsonaro e seus 9 ministros generais 1 revogacao do visto sem reciprocidade2 subordinacao de um general brasileiro ao comando sul das forcas armadas norte americanas
520,1,i love you 
521,1,ja assistiram a entrevista para mara luquet e neila fontenele no falamos muito sobre o brasil e os projetos para tirar o nosso pais dessa crise 
522,1,estes caras querem mesmo destruir o brasil como nacao sabe o que isto significa os ricos terao suas contas em dolar e estarao protegidos de qualquer inflacao ficando o real nossa moeda nacional apenas para a classe media e para o povo trabalhador 
523,1,logo mais 20h30 no 
524,1,hoje 20h30 assistam 
525,1, recebemos uma carta do nosso presidente 
526,0, pepe mujica y alberto fernandez hoy en buenos aires por lula libre lulalivre 
527,0, convida e domingo dia 13 todos as ruas em sao paulo por lulalivre 
528,1, the industrial sub saharan africa regional conference in meting in dar es salam tanzania20 african trade union
529,1,nao existe cidadao se ele nao consegue consumir o que comer nao existe consumidor se ele nao puder ter acesso ao cafedamanha almoco e a janta lula em entrevista ao 
530,1,moro dalagnol trf4 e globo sabem que mentiram estou so esperando que tenham humildade de me pedirem desculpas a globo faz pressao para que nao se tome nenhuma decisao a favor de lula eu vou desmascaralos eles vao saber o que e mexer com uma pessoa honesta e decente 
531,0, exclusive i want my inocence brazils lula tels france 24 
532,1, exclusive brazil is going through a process ful of liesthe former president of brazil lula speaks to 
533,1,ao vivo richard trumka presidente da maior central sindical norteamericana a aflcio e pepe alvarez secretariogeral da maior central espanhola a ugt entregam o premio george meanylane kirkland de direitos humanos a lula 
534,1,domingo dia 13 de outubro e dia de lutar por justicaparalula confirme presenca e convide seus amigos 
535,1, dia 13 e dia de defender a liberdade do presidente que mais fez pelo pais a presidenta convoca todos
536,0,carta do expresidente lula a 
537,1,feliz dia do nordestino 
538,1,novo ep do gregnews 
539,1,uber fet 
540,1,greg news indicado mais uma vez a melhor roteiro no abra parabens a essa redacao genial que so me da orgulho alem de informacoes e piadas 
541,1,seja voce reveluv blink ou army voce nao vai querer perder o greg news de hoje 23h na hbo 
542,1, pensamento critico foi algo que aprendi com joao batista libanio com henrique de lima vaz ignacio perez e muitos outr
543,1,preta 
544,1,preta livre 
545,1, vai ter funk sim amanha tem episodio novo com participacao especial da mc rebeca nao perca 23h na hbo 
546,1,vamos marcar esse encontro dia 2 to em bh 
547,1,uau 450 alunos e ex alunos do loyola escreveram essa carta de repudio obrigado mesmo a escola ja deve ter sido muito bacana pra formar tanta gente critica sinto muito 
548,1,fiador 
549,2,colegio loyola em bh usou um texto meu numa prova e um grupo de pais de direita conseguiu cancelar a prova sinto muito pelos professores e alunos da escola dia 1 estou indo a bh se quiserem encontrar pra debater a cronica e a censura
550,1, nao sei ela mas eu ja me apaixonei
551,1, do o texto mais divertido do dia gt piloto para uma serie com eri johnson que jamais sera filmada htps
552,1,making of lindo 
553,1,ha um ano ia ao ar a entrevista ao meu grande amigo em seu programa no na epoca ja falamos sobre os riscos de um possivel governo da extrema direita e na importancia de unir forcas a entrevista completa esta em 
554,1,enquanto o prefeito se isola cresce a unidade daqueles que defendem a saude publica com qualidade projetos de lei foram apresentados para dar conta de impedir extincao o mp tem acompanhado de perto os servidores mobilizados e a opiniao publica cobra solucoes
555,1,com a camara de vereadores com os servidores da saude e com a populacao que depende dos servicos o prefeito se nega a instalar uma mesa para apresentar uma saida para a demissao de mais de 180 trabalhadores e o fim dos servicos para mais de 50 mil usuarios do sus
556,1,e impressionante que apos quase um mes do anuncio da extincao do imesf instituto municipal da estrategia de saude da familia em porto alegre nenhuma das saidas para a crise instalada nos postos de saude da cidade tenham partido de um dialogo da prefeitura municipal
557,1,4 um brasil que estimule suas meninas a serem cientistas que ofereca um mercado de trabalho sem salarios desiguais nossas meninas precisam de um brasil que as permita ser quem elas quiserem diadamenina video lindo da  
558,1,3 em estudo sobre a qualidade de vida das meninas pelo mundo feito pela ong save the children o brasil ocupa a 102a posicao dos 14 paises nossas meninas precisam de um brasil que nao as tirem das escolas que nao tire sua vida com tiros vindo de helicopteros diadamenina
559,2,2 o brasil e o quarto colocado no ranking mundial absoluto e o terceiro pais da america latina com maior indice de casamentos de meninas com menos de 18 anos as mulheres representam menos de 30 dos pesquisadores em todo o mundo diadamenina
560,1, ontem foi dia de encontrar minha amiga para ouvi la sobre os desafios da luta contra o governo bolsonaro
561,1, belissima entrevista da manu e um quadro politico de enorme capacidade que vai fazer muito pelo rio gran
562,1,para entender mais leiam o fio da 
563,1,nos queremos saber quem financia a campanha da mentira 
564,1,vem ler minha entrevista para o uol sobre meu novo livro por que lutamos um livro sobre amor e liberdade que esta em prevenda em todas as livrarias e no site do instituto e se fosse voce 
565,1,o governo da morte quer destruir ambos parabens aos responsaveis que nao so descobriram esse caminho para a cura do cancer como estao pensando em como oferecelo de graca pra todo nosso povo
566,1,eu renato e guilherme num tempo de grande felicidade a infancia na periferia nos permitiu a alegria como forma de vencer as dificuldades o maior presente que temos que dar a infancia do nosso pais e nao arrancar sua leveza e seu direito ao futuro 
567,1,agora na camara municipal do rio debatendo sobre o desmonte da educacao com e 
568,1,justica derruba acao do governo contra series de tv com tematica lgbt e de diversidade censura nao
569,0,o disse que a agiu de ma fe no inquerito sobre o laranjal do psl que resultou no indiciamento do ministro do turismo vai continuar calado pra nao melindrar o chefe afinal o esquema tambem teria abastecido o caixa 2 de bolsonaro
570,1,com bem disse meu amigo chico e um segundo premio camoes 
571,1,tortura nao e forma de disciplinar moro tortura e crime 
572,2,depois de tanta humilhacao ficou so o bagaco da laranja bolsonaro tietou bateu continencia disse i love you rebaixou o brasil ao abrir mao dos nossos beneficios na omc pra agradar trump e mais uma vez acabou desmoralizado os eua nao vao apoiar a entrada do pais na ocde
573,0,a associacao entre trafico e milicias e extremamente grave e vem ocorrendo ha algum tempo presidi a cpi das milicias e a cpi do trafico de armas apresentei propostas concretas para enfrentarmos o crime organizado com inteligencia mas nada foi feito o resultado e esse 
574,1,e ja esta no ar o episodio 03 do podcast nos pelo rio com freixo tema e sobre desemprego juventude e precarizacao do trabalho com de o play e compartilhe 
575,1,espreme o laranjal 
576,1, apos presao osmar tera revoga exoneracoes na funae segue o fio 
577,2,vitoria da legalidade o tribunal de contas da uniao acaba de concluir que a propaganda do pacote moro viola a constituicao e determinou a suspensao definitiva da campanha publicitaria a decisao e fruto de acao minha de e 
578,2,bolsonaro nao precisa do psl como nao precisava do maluf quando estava no p ele e sua familia tem seu proprio laranjal seus funcionarios fantasmas assessores ligados a miliciano e acima de tudo bolsonaro tem o queiroz braco direito e amigo do peito pra gerenciar tudo isso
579,1,vou participar nesta sexta de um debate publico sobre o desmonte na educacao sera as 18h30 no auditorio da camara municipal estarao tambem presentes tatiana roque professora da ufrj e leonel brizola vereador participem 
580,2,tem gente criticando meu apoio aos pracas das forcas armadas contra o pl da traicao de bolsonaro justificando que eles nao gostam nem votariam em mim nao faco essa conta meu trabalho segue minhas convicoes acredito na luta contra as desigualdades dentro e fora dos quarteis
581,0,bom dia logo mais na cj vamos votar a convocacao do ministro do turismo pra que ele preste esclarecimentos sobre o esquema de desvio de dinheiro atraves de candidatas laranjas que teria abastecido caixa 2 de bolsonaro o pedido foi feito por mim e 
582,1,o psol e contra o pl 1645 que amplia a desigualdade existente dentro das forcas armadas bolsonaro foi eleito afirmando que olharia pelos oficiais de baixa patente e hoje faz o exato oposto nos lutaremos contra essa injustica 
583,1,apenas brasil e estonia nao cobram impostos sobre lucros e dividendos por que deixar os ricos pagarem menos impostos enquanto as classes mais baixas carregam todo o peso tributarionos temos propostas para uma reforma tributaria de verdade 
584,2,nao e so a que nao consegue encontrar uma coisa boa sequer no governo bolsonaro nesta entrevista para o a deputada fala sobre a politica autoritaria desse governo assista na integra em 
585,2,o numero de praias do nordeste atingidas pelo oleo derramado no mar ja passa de 150 segundo o ibama situacao e grave e so prova a importancia de fortalecer os orgaos de fiscalizacao e combate a crimes e desastres ambientais no brasil 
586,2,foto tirada hoje em atividade oficial do presidente jair bolsonaro em seu colo uma crianca com uma arma de brinquedo na maoum governo que estimula o comportamento violento vai colher cada vez mais violencia revoltante que se use criancas para propagar esse discurso de odio 
587,0,esses sao os dois deputados que foram ao colegio pedro i no rj fazer vistoria politica que nada mais e do que odio e patrulhamento ideologicoreceberam a devida resposta dos estudantes o mariele quero justica nao aceitamos deputado da milicia 
588,0,aumento do desmatamento na amazonia mes a mes de 2019 em comparacao com 2018 segundo dados cientificos do inpejunho 90julho 278agosto 2setembro 96a politica ambiental e anticientifica de bolsonaro e criminosa
589,1,a democracia e a diversidade sao mais fortes que a censura grande dia 
590,1,mais um jovem morto no rj durante operacao policial desta vez na comunidade parapedro kelvin gomes de 17 anos foi baleado em uma barbearia outras quatro pessoas foram feridasquantos mais tem que morrer ate essa guerra acabar toda solidariedade aos familiares e amigos
591,1,ministro da deseducacao universidade publica e balburdia e desperdicio de dinheirouniversidade publica pesquisa para curar o cancer
592,1, e de uma perversidade que assusta o governo tenta enganar moradores parlamentares e opiniao publica dizendo que o ast
593,1,e possivel reduzir os impostos da maior parte da populacao aumentar os impostos dos super ricos e uma questao de justicanos temos propostas para uma reforma tributaria de verdade 
594,1,lindo registro do momento que preta ferreira se liberta depois de 109 dias de uma prisao injusta e arbitraria a luta vale a pena pretalivre 
595,1, tortura nao e forma de disciplinar moro tortura e crime 
596,2, bolsonaro nos coloque na ocde i love youtrump e embaixada americana a gente vai se falando vamos marcaro brasil virou no maximo o parente chato para os eua e tem bolsonarista que aplaude esse capachismo vergonhoso
597,2,governo federal esta procurando brechas para desrespeitar convencao internacional da qual o brasil e signatario bolsonaro nao tem apreco algum pela democracia
598,1, nao e questao ideologica e compromiso com a saudea dep do psol na camara integra o colegiado da comiss
599,1,com ben ewencampen e jt scot vereadores do democratic socialists of america dsa de somervile massachusets conversando sobre experiencias no parlamento e na construcao de organizacoes socialistas 
600,1, voce deve viver de jejum ne depois ainda me perguntam se me incomodo com esses comentarios cheios de odio mas esse odio e cheio de frustracao e e reflexo de uma sociedade intolerante e desumana forca amigo 
601,2, nao e so a que nao consegue encontrar uma coisa boa sequer no governo bolsonaro nesta entrevista para o 
602,1,as imagens do cirio de nazare no para sao sempre impressionantes momento de muita energia e uniao popular um abraco ao querido povo do para que tanto orgulha e inspira o nosso brasil
603,1,feliz dia das criancas 
604,2,o papel da esquerda mundial e apoiar com toda forca a luta do povo equatoriano contra as politicas neoliberais do presidente lenin moreno atos estao sendo chamados em frente aos consulados e embaixadas do equador todo nosso apoio as manifestacoes 
605,1,oi gente estou em boston nos estados unidos onde participo do brasa sumit o evento reune personalidades da politica e da economia do mundo todo falei na mesa de abertura sobre a minha trajetoria e a situacao politica no brasil sigo em agenda oficial nos eua ate amanha 
606,1, discordo vementemente do deputado telhada quero dizer pra familia do garoto gabriel que eu lamento demais esse caso de
607,1,acompanhem a agora ao vivo no jornaldacultura comentarios otimos e necessarios 
608,1,em audiencia organizada pela comissao de defesa dos direitos das mulheres nos posicionamos contra qualquer tipo de retrocesso na legislacao que garante cota de 30 para candidaturas femininas seguiremos articuladas para que as mulheres sigam cada vez mais ocupando a politica 
609,0,dois deputados que ficaram conhecidos por quebrar a placa em homenagem a mariele invadiram o colegio pedro i para fiscalizar se havia algo com conteudo politico ali felizmente a reacao de estudantes e professores foi exemplar em rechacar esse absurdo 
610,1,parabens a pelo reconhecimento do belo trabalho muito importante fortalecer o jornalismo investigativo nesses tempos de ataque a liberdade de imprensa e disseminacao massiva de fake news resistimos 
611,1,como lidar com esse amor falso 
612,1,o governo bem que tenta mas a resistencia a censura e mais forte 
613,2,quando alguem se desloca um milimetro dos interesses de bolsonaro ele e o gado destroem o sujeito mas quando trump da uma banana para o brasil eles se apressam em dizer veja bem nao foi isso que ele quis dizer bolsonaro nao se mete com quem e maior que ele e um covarde
614,1, novidade nesta sextafeira 1 estarei como comentarista no jornaldacultura a partir das 21h na bancada estara tamb
615,1,108 milhoes de reais a menos para projetos da area de assistencia social no primeiro ano de gestao esse e o presente de joao doria aos paulistas mais pobres e em situacao de vulnerabilidade 
616,1,lt3
