,id,normalize,posicionamento
290,"1,18308447034327E+018","['nosso', 'aniversario', 'de', 'dez', 'anos', 'esta', 'chegandovamos', 'comemorar', 'juntosdia', '15', 'de', 'outubroas', '21h30no', 'nosso', 'canal', 'no']",
291,"1,18132552104249E+018","['aqui', 'oh', 'yjcxqunlz8', '15', 'reais']",
292,"1,18318348620888E+018","['jimin', 'do', 'bts', 'se', 'tornou', 'a', 'primeira', 'pessoa', 'na', 'historia', 'a', 'ocupar', 'simultaneamente', 'o', 'top', '20', 'inteiro', 'do', 'twiter', 'worldwide', 'trends']",
293,"1,05992364292075E+018","['mais', 'que', 'um', 'curso', 'de', 'hamburger', 'e', 'molhosaqui', 'vc', 'vai', 'ouvir', 'sobre', 'emprendedorismo', 'no', 'ramo', 'de', 'gastronomiavai', 'entender', 'varios', 'conceitos', 'de', 'cozinha', 'e', 'vai', 'ver', 'como', 'o', 'rock', 'n', 'rol', 'e', 'fampvc']",
294,"1,10893532197713E+018","['bringtopolispay', 'cloak']",
295,"1,18277854880281E+018","['breaking', 'respawn', 'anounce', 'brand', 'new', 'firing', 'range', 'training', 'area', 'coming', 'son', 'to', 'apexlegendsful', 'details', 'and', 'trailer']",
296,"1,18320642503781E+018","['china', 'intenta', 'remplazar', 'el', 'petroleo', 'venezolano']",
297,"1,18286327050554E+018","['saudade', 'de', 'quando', 'o', 'huk', 'era', 'nenem', 'assim']",
298,"1,18305937690036E+018","['parabens', 'presidente', 'bolsonaro', 'por', 'receber', 'a', 'crianca', 'esther', 'e', 'homenagear', 'a', 'todas', 'as', 'meninas', 'e', 'meninos', 'do', 'nosso', 'brasil', 'deus', 'te', 'abencoe', 'a', 'sua', 'filha', 'sua', 'esposa', 'e', 'toda', 'a', 'sua', 'casa', 'o', 'brasil', 'vai', 'dar', 'ceo']",direita
299,"1,18234500928842E+018","['8', 'promessa', 'de', 'renuncia', 'pelo', 'brasil', 'de', 'nosso', 'status', 'de', 'nacao', 'em', 'desenvolvimento', 'na', 'omc', 'organizacao', 'mundial', 'de', 'comercio', 'prejudicando', 'mortalmente', 'nossas', 'ferramentas', 'de', 'desenvolvimento', 'autonomo', 'e', 'soberanoe', 'muita', 'concessao', 'sem', 'nada', 'em', 'troca', 'o', 'nome', 'disso', 'e', 'alta', 'traicao']",
300,"1,18224317623452E+018","['vamos', 'levar', 'os', 'dois']",
301,"1,18200936465325E+018","['ricardo', 'sales', 'ministro', 'do', 'meia', 'ambiente', 'recebendo', 'o', 'premio', 'exterminador', 'do', 'futuro', 'de', 'um', 'jovem', 'ativista', 'merecido', 'nefoto', 'midia', 'ninja']",
302,"1,18210082353229E+018","['olhei', 'essa', 'foto', 'lembrei', 'da', 'tela', 'do', 'meu', 'notebok', 'toda', 'queimada', 'kaf']",
303,"1,18311677295169E+018","['concordo', 'pq', 'quem', 'e', 'bom', 'ja', 'nasce', 'bom', 'e', 'quem', 'e', 'ruim', 'ja', 'nasce', 'ruim', 'chega', 'de', 'tapar', 'o', 'sol', 'com', 'a', 'peneira']",direita
304,"1,17754144993362E+018","['este', 'bolsonaro', 'perdeu', 'completamente', 'a', 'nocao', 'de', 'civilidade']",esquerda
305,"1,18315768682268E+018","['fazer', 'tc', 'e', 'igual', 'estar', 'em', 'cisne', 'negro', 'e', 'vc', 'e', 'a', 'natalie', 'portman']",
306,"1,95633014737355E+017","['ceni', 'com', 'certeza']",
307,"1,1828286848913E+018","['hoje', 'e', 'aniversario', 'do', 'ministro', 'sua', 'missao', 'e', 'grande', 'nas', 'suas', 'maos', 'esta', 'o', 'futuro', 'das', 'proximas', 'geracoesdei']",
308,"1,14799238471585E+018","['de', 'que', 'mesmo', 'em', 'aqui', 'no', 'nordeste', 'se', 'asim']",
309,"1,18457045673461E+018","['seguiremos', 'na', 'luta', 'contra', 'essa', 'entrega', 'das', 'nossas', 'riquezas']",esquerda
310,"1,18045067660387E+018","['somos', '3', 'entao']",
311,"1,18238282426502E+018","['todos', 'estao', 'reunidos', 'no', 'formigueiro', 'chamado', 'sinodo', 'da', 'amazonia']",
312,"1,18717779615984E+018","['atendendo', 'a', 'comunidade', 'brasileira', 'que', 'vive', 'no', 'japao', 'levamos', 'as', 'autoridades', 'suas', 'necessidades']",
313,"1,18241275201244E+018","['aqui', 'o']",
314,"1,1663701059174E+018","['acompanhando', 'a', 'polemica', 'do', 'fundo', 'eleitoral', 'ha', 'quem', 'diga', 'que', 'e', 'o', 'reflexo', 'da', 'ausencias', 'de', 'financiamento', 'privado', 'como', 'o', 'povo', 'exigiu', 'so', 'faltou', 'os', 'politicos', 'se', 'ligarem', 'que', 'o', 'povo', 'nao', 'so', 'nao', 'quer', 'privado', 'como', 'publico', 'como', 'nada', 'nao', 'deveria', 'haver', 'alternativa']",
315,"1,06898153028077E+018","['a', 'ansiedade', 'quando', 'nao', 'e', 'controlada', 'vira', 'tirania', 'voce', 'quer', 'mandar', 'na', 'vida', 'dos', 'outros']",
316,"1,18319267654139E+018","['agentes', 'comunistas', 'pegaram', 'petroleo', 'venezuelano', 'colocaram', 'em', 'barris', 'da', 'shel', 'transportaram', 'em', 'submarinos', 'nucleares', 'sovieticos']",direita
317,"1,18318039298526E+018","['12outubro', 'n', 'sra', 'aparecida', 'padroeira', 'do', 'brasil', 'obrigado', 'a', 'deus', 'pela', 'minha', 'vida']",
318,"1,18320254315912E+018","['cuba', 'todos', 'sentimos', 'la', 'perdida', 'de', 'la', 'ninitapero', 'nadie', 'tiene', 'derecho', 'de', 'empanar', 'la', 'obra', 'que', 'tanto', 'h']",
319,"1,18244372735845E+018","['processo', 'mentir', 'e', 'enganar', 'a', 'populacao', 'e', 'crime']",
320,"1,18316537434445E+018","['hadad', 'a', 'crise', 'economica', 'atual', 'e', 'responsabilidade', 'do', 'golpe', 'de', 'bolsonaro', 'e', 'da', 'lava', 'jato']",esquerda
321,"1,18229806466671E+018","['ontem', 'tava', 'na', 'urna', 'da', 'pedagogia', 'passou', 'a', 'julia', 'e', 'disse', 'amiga', 'vc', 'ainda', 'esta', 'nessa', 'a', 'vida', 'da', 'mulher', 'do', 'movimento', 'estudantil', 'e', 'dura']",
322,"1,13534280450963E+018","['cmte', 'lula', 'vamos', 'torcer', 'para', 'o', 'nosso', 'sampaio', 'correa']",
323,"1,18571915218461E+018","['e', 'bom', 'que', 'fique', 'gravado', 'na', 'historia', 'o', 'nordeste', 'ta', 'limpando', 'o', 'oleo', 'do', 'mar', 'no', 'braco']",esquerda
324,"1,18320908623142E+018","['em', 'cima', 'de', 'que', 'em', 'cima', 'do', 'meu', 'endereco', 'abre', 'outra', 'pagina', 'da', 'minha', 'conta', 'com', 'opicoes', 'comum']",
325,"1,18125843955894E+018","['cade', 'a', 'turma', 'do', 'novo', 'puritanismo', 'brasileiro', 'enfiaram', 'a', 'lingua', 'em', 'algum', 'lugar']",
326,"1,183189680118E+018",['saite'],
327,"1,18192815490823E+018","['emprendedor', 'e', 'o', 'cara', 'que', 'resolve', 'problemas', 'e', 'ganha', 'dinheiro', 'comunista', 'e', 'o', 'cara', 'que', 'gasta', 'dinheiro', 'para', 'comecar', 'um', 'problema']",direita
328,"1,17760490885131E+018","['acao', 'de', 'policiais', 'para', 'tirar', 'a', 'mae', 'e', 'filha', 'da', 'linha', 'de', 'tiro', 'numa', 'operacao', 'o', 'policial', 'acaba', 'se', 'colocando', 'como', 'um', 'paredao']",direita
329,"1,18306014317877E+018","['o', 'portador', 'deste', 'chinelo', 'e', 'o', 'responsavel', 'por', 'muitos', 'conseguirem', 'usar', 'tenis', 'de', 'altas', 'marcasnaotireolacre']",esquerda
330,"1,17407678695259E+018","['nera', 'ateia', 'nera']",
331,"1,18318453508272E+018","['meu', 'deus', 'a', 'gaby', 'amarantos', 'foi', 'bater', 'cabelo', 'e', 'ficou', 'toda', 'tonta', 'eu', 'ri', 'mas', 'com', 'a', 'mao', 'na', 'consciencia', 'alguem', 'sabe', 'se', 'a', 'fada', 'esta', 'b']",
332,"1,07255306627524E+018",['ps4share'],
333,"1,18319448105671E+018","['acordar', 'cedo', 'faz', 'bem']",
334,"1,18635133466623E+018","['a', 'deputada', 'luciana', 'genro', 'promoveu', 'um', 'grande', 'expediente', 'em', 'homenagem', 'e', 'defesa', 'dos', 'povos', 'tradicionais', 'de', 'matriz', 'africana', 'na', 'assembleia', 'legislativa', 'e', 'entregou', 'a', 'medalha', 'da', '5a', 'legislatura', 'a', 'yalorixa', 'iya', 'vera', 'soares', 'leia', 'aqui', 'o', 'discurso', 'na', 'integra']",esquerda
335,"1,18320278258259E+018","['el', 'gobierno', 'de', 'mexico', 'recibio', 'en', 'su', 'embajada', 'en', 'quito', 'a', 'asambleista', 'nacional', 'por', 'el', 'movimiento', 'politico']",
336,"1,18314857218065E+018","['a', 'chegada', 'de', 'bolsonaro', 'na', 'basilica', 'de', 'aparecida', 'a', 'midia', 'disse', 'que', 'ele', 'recebeu', 'aplausos', 'e', 'vaiasvoce', 'ouviu', 'alguma', 'vaia', 'h']",
337,"1,18319899819629E+018",['horroroso'],
338,"1,17931420440007E+018","['depois', 'empresta', 'pra', 'mim']",
339,"1,18287075499361E+018","['se', 'acabar', 'em', 'piza', 'me', 'convida']",
340,"1,18312781705746E+018","['que', 'noticia', 'maravilhosadeus']",
341,"1,17972484460407E+018","['pyar', 'men', 'risk', 'lena', 'to', 'bnta', 'hai', 'bons', 'in', 'love', 'you', 'gota', 'take', 'chances', 'theskyispink', 'in', 'cinemas', 'oct', '1htps']",
342,"1,17376609090583E+018","['estou', 'com', 'bolsonaro']",
343,"1,18166008787998E+018","['nao', 'significa', 'que', 'o', 'paulistano', 'nao', 'queira', 'mais', 'investimentos', 'nestas', 'areas', 'tao', 'importantes', 'para', 'a', 'cidade', 'mas', 'sim', 'que', 'fica', 'claro', 'a', 'todos', 'que', 'a', 'maior', 'preocupacao', 'do', 'prefeito', 'nao', 'e', 'com', 'a', 'cidade', 'que', 'ele', 'governa', 'mas', 'com', 'ele', 'mesmo']",
344,"1,12609253735626E+018","['vendo', 'chaveiros', 'do', 'filme', 'vingadores', 'varias', 'coresavengerendgame', 'avengersendgame', 'vingadoresultimato']",
345,"1,18168887134149E+018","['atencao', 'brasil', 'os', 'videos', 'da', 'campanha', 'estao', 'disponiveis', 'nas', 'minhas', 'redes', 'sociais', 'acessem', 'e', 'compartilhem', 'ao', 'maximo', 'aj']",
346,"1,18187710572394E+018","['meu', 'amoreschegamos', 'a', '31k', 'ou', 'melhor', 'passamos', 'de', '31k', 'meu', 'deus', 'do', 'ceu', 'brasil', 'e', 'muita', 'responsabilidade', 'eu', 'amo', 'vocese']",
347,"1,18163721791724E+018","['gilmar', 'mendes', 'no', 'roda', 'viva', 'cita', 'como', 'exemplo', 'de', 'erro', 'que', 'teria', 'cometido', 'reconhecer', 'o', 'poder', 'de', 'investigacao', 'criminal', 'do']",
348,"1,18269591445827E+018","['vamos', 'de', '6', 'meia', 'importantissimo', 'para', 'o', 'swansao', 'seguir', 'fazendo', 'bonito']",
349,"1,18246085913999E+018","['meu', 'nome', 'e', 'muito', 'grande', 'pode', 'me', 'chamar', 'de', 'amor', 'se', 'quiser']",
350,"1,18159587017064E+018","['para', 'ser', 'et', 'tem', 'que', 'ser', 'de', 'outro', 'planeta', 'agora']",
351,"1,18307525118333E+018","['subo', 'puti', 'fotos', 'sin', 'spam', 'y', 'no', 'necesito', 'tu', 'aprobacion']",
352,"1,18318579026589E+018",[],
353,"1,18317326320529E+018","['o', 'mesmo', 'vale', 'para', 'imposto', 'de', 'renda', 'ipva', 'iptu', 'e', 'iof', 'e', 'so', 'nao', 'ter', 'renda', 'nao', 'ter', 'carro', 'nao', 'ter', 'casa', 'e', 'nao', 'ter', 'dinheiro', 'q', 'vc', 'nao', 'paga', 'nenhum', 'imposto', 'nao', 'entendo', 'pq', 'reclamam', 'tanto']",esquerda
354,"1,14720538269315E+018","['e', 'tao', 'absurdo', 'tudo', 'isso', 'que', 'se', 'perde', 'a', 'vontade', 'ate', 'de', 'comentar', 'qualquer', 'coisa', 'alguem', 'acha', 'mesmo', 'isso', 'aqui', 'razoavel', 'eu', 'du']",
355,"1,10258700631038E+018","['esta', 'muito', 'em', 'silencio', 'manda', 'uma', 'boa', 'pra', 'nos', 'hj', 'abracos', 'vc', 'e', 'o', 'cara']",
356,"1,12140282331546E+018","['aluna', 'da', 'ufba', 'e', 'impedida', 'de', 'entrar', 'na', 'instituicao', 'pela', 'policia', 'militar', 'via']",
357,"1,18236808489354E+018","['eua', 'querem', 'o', 'fim', 'da', 'influencia', 'chinesa', 'na', 'am', 'latina', 'e', 'querem', 'que', 'o', 'br', 'resolva', 'a', 'situacao', 'da', 'venezuela', 'vamos', 'aguardar', 'os', 'prox', 'episodios', 'e', 'ver', 'ate', 'onde', 'mais', 'o', 'bolsonaro', 'vende', 'o', 'brasil', 'para', 'os', 'americanos']",esquerda
358,"1,17658387781456E+018","['o', 'medico', 'que', 'emocionou', 'o', 'brasil', 'ao', 'falar', 'do', 'governo', 'bolsonaro', 'deu', 'licao', 'de', 'moral', 'na', 'direita']",esquerda
359,"1,18266125832522E+018","['making', 'ok', 'fiador']",
360,"1,18071175197062E+018","['vai', 'colocando', 'teu', 'cu', 'de', 'molho']",
361,"1,18068071636498E+018","['a', 'ironia', 'sutil', 'da', 'titi', 'e', 'otima', 'a', 'leitura', 'labial', 'da', 'boca', 'dela', 'fala', 'por', 'siei', 'bolsonaro', 'vai', 'tomar', 'no', 'cu']",esquerda
362,"1,18197260117597E+018","['sera', 'justo', 'com', 'os', 'demais', 'cidadao', 'e', 'o', 'sr', 'receber', 'a', 'aposentadoria', 'em', 'torno', 'de', 'r', '180', 'da', 'camara', 'dos', 'deputados', 'federais', 'e', 'ainda', 'acumular', 'mais', 'algumas', 'o', 'sr', 'concorda']",esquerda
363,"1,17683952043785E+018","['tem', 'que', 'matar', 'vagabundo', 'mesmo', 'mito', 'k']",direita
364,"1,18318545254061E+018","['nossa', 'minha', 'mae', 'tambem', 'ja', 'queimou', 'um', 'vestido', 'de', 'patroa', 'e', 'ela', 'ficou', 'tao', 'em', 'panico', 'que', 'eu', 'ate', 'chorei', 'junto', 'no', 'fim', 'ela', 'nem', 'tinha', 'queimado', 'a', 'moca', 'veio', 'com', 'uma', 'tipo', 'e', 'o', 'charme', 'da', 'roupa', 'e', 'a', 'gente', 'hein']",
365,"1,18304922156341E+018","['com', 'o', 'apoio', 'de', 'empresas', 'privadas', 'faremos', 'a', 'revitalizacao', 'completa', 'da', 'escola', 'raul', 'brasil', 'escrevendo', 'assim', 'uma', 'nova', 'pagina', 'na', 'sua', 'historia', 'apos', 'a', 'triste', 'tragedia', 'que', 'chocou', 'o', 'pais']",direita
366,"1,17391033309987E+018","['os', 'caras', 'nao', 'reconhecem', 'por', 'isso', 'digo', 'que', 'e', 'ruim', 'com', 'o', 'governo', 'atual', 'mas', 'seria', 'muito', 'pior', 'se', 'nao', 'o', 'fosse', 'esquerda', 'nunca', 'mais']",direita
367,"1,18679949565013E+018","['no', 'tempo', 'do', 'lula', 'o', 'pais', 'era', 'governado', 'para', 'toda', 'a', 'populacao']",esquerda
368,"1,18259742364398E+018","['uma', 'corporacao', 'que', 'valoriza', 'qualquer', 'vida', 'tem', 'nossa', 'administracao', 'e', 'respeito', 'nao', 'importa', 'o', 'quanto', 'a', 'ataque', 'os', 'canalhas', 'da', 'esquerda', 'pm', 'nosso', 'orgulho', 'de', 'sermos', 'brasileiros', 'e', 'veras', 'que', 'um', 'filho', 'teu', 'nao', 'foge', 'a', 'luta']",direita
369,"1,18320692808167E+018","['luta', 'dele', 'neuns', 'e', 'outros', 'ali', 'que', 'jesus', 'cristo']",
370,"9,03761068572455E+017","['o', 'brasil', 'parece', 'o', 'seriado', 'chaves', 'a', 'bruxa', 'do', '71', 'foi', 'viajar', 'o', 'nhonho', 'assume', 'a', 'porra', 'toda', 'e', 'o', 'quico', 'fufuca']",
371,"1,17823480639778E+018","['contamos', 'con', 'su', 'apoyo', 'el', '27', 'de', 'octubre', 'partido', 'pre', 'tarjeton', 'morado', 'al', 'concejo', 'de', 'bogota', '19']",
372,"1,18240140419711E+018","['aha', 'uhu', 'o', 'jesus', 'e', 'nosso', 'deixa', 'ele', 'la', 'no', 'mengo', 'que', 'ta', 'tudo', 'certo', 'quanto', 'ao', 'tite', 'tambem', 'acho', 'que', 'ja', 'deu']",
373,"1,18236215524241E+018",['verdadek'],
374,"1,18107123590566E+018","['ja', 'assistiu', 'a', 'el', 'camino', 'a', 'breaking', 'bad', 'film', 'na', 'netflix']",
375,"1,18308579463599E+018","['nos', 'dias', 'atuais', 'onde', 'a', 'figura', 'do', 'homem', 'heroi', 'sumiu', 'das', 'telas', 'de', 'cinema', 'as', 'referencias', 'foram', 'mudadas', 'a', 'luta', 'do', 'bem', 'contra', 'mal', 'ta', 'errada']",direita
376,"9,20819818810528E+017","['e', 'eu', 'achando', 'que', 'ele', 'iria', 'tirar', 'um', 'zagueiro', 'tambem', 'esta', '3x0', 'para', 'nos']",
377,"1,18167708213021E+018","['e', 'grave', 'a', 'situacao', 'do', 'equador', 'que', 'esta', 'em', 'estado', 'de', 'excecao', 'quase', '50', 'presos', 'e', 'a', 'capital', 'transferida', 'para', 'guyaquil', 'p']",
378,"1,18013014674288E+018","['as', 'melhores', 'coisas', 'da', 'vida', 'sao', 'gratuitas', 'abracos', 'sorrisos', 'amigos', 'beijos', 'familia', 'dormir', 'amor', 'risos', 'e', 'boas', 'lembrancas']",
379,"1,18194356472661E+018","['quem', 'e', 'que', 'pode', 'aplaudir', 'um', 'goleiro', 'que', 'foi', 'condenado', 'por', 'ter', 'mandado', 'matar', 'sua', 'namorada', 'cujo', 'corpo', 'retalhado', 'foi', 'joga']",
380,"1,17687462642679E+018","['e', 'serio', 'que', 'tem', 'uma', 'esquerda', 'lacradora', 'que', 'vive', 'de', 'teorias', 'conspiratorias', 'sem', 'provar', 'nenhuma', 'criticando', 'e', 'agredindo', 'a', 'menina', 'greta', 'thunberg', 'uma', 'garota', 'que', 'sofre', 'de', 'sind', 'de', 'asperger', 'e', 'tdah', 'logo', 'a', 'esquerda', 'que', 'nunca', 'plantou', 'sequer', 'uma', 'unha', 'de', 'gato', 'falta', 'do', 'que', 'fazer']",
381,"1,18156153576586E+018","['muito', 'importante', 'acompanhem', 'ao', 'vivo', 'aqui']",
382,"1,04028764982574E+018","['0123', 'a', 'ligar']",
383,"1,18315962212069E+018","['no', 'area']",
384,"1,09982935502964E+018",['oscarnoponto'],
385,"1,18316651222138E+018",['nao'],
386,"1,18277121006684E+018","['as', 'vezes', 'acho', 'que', 'eu', 'nao', 'tenho', 'sorte', 'no', 'amor', 'o', 'motivo', 'me', 'apaixono', 'por', 'gente', 'que', 'nao', 'presta', 'e', 'aqueles', 'que', 'presta', 'mora', 'longe']",
387,"1,18026966687229E+018","['por', 'esta', 'nem', 'najila', 'esperava']",
388,"1,18248763146625E+018","['eua', 'negam', 'apoio', 'ao', 'brasil', 'na', 'ocde', 'apos', 'endosso', 'publico', 'de', 'trump']",
389,"1,16923857189258E+018","['cleansing', 'the', 'timeline']",
390,"1,18318731071795E+018","['com', '3', 'ano', 'a', 'crianca', 'vai', 'entrar', 'pra', 'ku', 'klux', 'klan', 'absurdo', 'fora', 'bolsolixo']",esquerda
391,"1,14367770507188E+018","['sou', 'do', 'nordeste', 'mas', 'amo', 'o', 'rio', 'ta', 'na', 'hora', 'de', 'comecar', 'a', 'corrida']",
392,"1,18314777964175E+018",['novafotodoperfil'],
393,"1,18126989879586E+018","['escreva', 'cartinhas', 'para', 'seu', 'melhor', 'amigo']",
394,"1,17667860734489E+018","['com', 'certeza', 'a', 'amazonia', 'e', 'dos', 'brasileiros']",
395,"2,23203702721348E+017","['alvorada', 'rs']",
396,"1,0842052969171E+018","['dormindo', 'com', 'meu', 'pai', 'catfamily', 'catdady', 'gingercats', 'dexter', 'srbatata']",
397,"1,0970662273343E+018","['worlds', 'first', 'harvest', 'by', 'autonomous', 'combine', 'via']",
398,"1,18317574841007E+018","['bolsonaro', 'ja', 'cumpriu', '80', 'das', 'metas', 'mas', 'parte', 'da', 'imprensa', 'destaca', 'os', '20', 'que', 'faltaram', 'quem', 'acompanha', 'as', 'noticias', 'apenas']",direita
399,"1,18233732408617E+018","['teve', 'algo', 'importante']",
400,"1,18318440949682E+018","['sao', 'pessoas', 'que', 'talvez', 'nem', 'facam', 'atividades', 'fisicas', 'no', 'dia', 'a', 'dia', 'mas', 'estavam', 'ali', 'fazendo', 'um', 'sacrificio', 'fisico', 'imenso', 'apenas', 'em', 'nome', 'da', 'fe', 'que', 'possuem', 'sao', 'coisas', 'que', 'nao', 'se', 'explicam', 'so', 'se', 'sentem', 'mesmo']",
401,"1,18239413318651E+018","['uma', 'ampla', 'derrota', 'da', 'diplomacia', 'do', 'governo', 'bolsonaro']",
402,"1,18102473220184E+018","['no', 'que', 'depender', 'de', 'mim', 'ce', 'vai', 'passar', 'mas', 'me', 'ajuda', 'a', 'te', 'ajudar', 'amada']",
403,"1,18202347702238E+018","['16', 'horas', 'por', 'dia', 'na', 'rua', 'trabalhando', 'p', 'filho', 'da', 'puta', 'sem', 'um', 'calo', 'na', 'mao', 'vim', 'me', 'chamar', 'de', 'playboy']",
404,"1,09673152123344E+018","['precursor', 'nao', 'e', 'apenas', 'alguem', 'que', 'aponta', 'um', 'caminho', 'mas', 'alguem', 'que', 'trilhou', 'um', 'caminho', 'se', 'seguimos', 'jesus', 'precisamos', 'ter', 'c']",
405,"1,18667086421916E+018","['esse', 'militante', 'lunatico', 'da', 'extrema', 'direita', 'agora', 'esta', 'contra', 'a', 'protecao', 'de', 'pessoas', 'com', 'autismo', 'idosos', 'e', 'animais', 'que', 'sofrem', 'com', 'o', 'barulho', 'dos', 'fogos', 'alem', 'de', 'insensivel', 'e', 'mentiroso', 'pois', 'meu', 'projeto', 'proibe', 'fogos', 'com', 'ruido', 'nao', 'espetaculos', 'de', 'luzes']",esquerda
406,"1,18243709553047E+018","['o', 'nome', 'disso', 'e', 'racismo']",esquerda
407,"1,16675512459898E+018","['slco', 'nem', 'me', 'fale']",
408,"1,18274700477614E+018","['o', 'caos', 'continua', 'a', 'devastacao', 'na', 'amazonia', 'segue', 'aumentado', 'de', 'forma', 'assustadora', 'os', 'meses', 'de', 'julho', 'agosto', 'e', 'setembro', 'do', 'primeiro', 'ano', 'do', 'governo', 'bolsonaro', 'tiveram', 'as', 'maiores', 'taxas', 'de', 'desmate', 'desde', '2015', 'os', 'exterminadoresdofuturo', 'precisam', 'sair', 'forasales']",esquerda
409,"1,18318923793346E+018","['aprenda', 'a', 'ser', 'sozinho', 'porque', 'na', 'hora', 'da', 'dificuldade', 'sera', 'voce', 'por', 'voce', 'mesmo']",
410,"1,18279617211471E+018","['otimo', 'argumento']",
411,"1,18298596573805E+018","['quem', 'disse', 'que', 'a', 'franca', 'financiou']",
412,"1,18735304543417E+018","['paulo', 'guedes', 'ministro', 'de', 'bolsonaro', 'sempre', 'disse', 'que', 'queria', 'trazer', 'o', 'modelo', 'neoliberal', 'chileno', 'de', 'capitalizacao', 'da', 'previdencia', 'para', 'o', 'brasil', 'mandou', 'o', 'recado', 'nossa', 'resposta', 'sera', 'ir', 'as', 'ruas', 'como', 'o', 'povo', 'chileno']",esquerda
413,"1,1480296788522E+018","['lula', 'continua', 'preso']",
414,"1,18225442426735E+018","['muito', 'pouco']",
415,"1,18067621778106E+018","['um', 'senhor', 'de', '8', 'anos', 'pergunta', 'para', 'uma', 'criancinha', 'voce', 'prefere', 'sexo', 'poder', 'ou', 'dinheirona', 'tv', 'abertadivinha', 'quem', 'na']",
416,"1,18317906430097E+018","['to', 'em', 'casa', 'cantarolando', 'ovelha', 'negra', 'e', 'falo', 'pra', 'joao', 'essa', 'e', 'a', 'musica', 'da', 'mamae', 'sou', 'a', 'ovelha', 'negra', 'da', 'familia', 'ele']",
417,"1,18207691133549E+018","['agora', 'conversando', 'com', 'mara', 'luquet', 'sobre', 'o', 'brasil', 'acompanhe']",
418,"1,18321100584273E+018","['en', 'imagenes', 'violencia', 'en', 'ecuador', 'descargo', 'ataques', 'sistematicos', 'contra', 'tres', 'medios', 'de', 'comunicacion']",
419,"1,09897442675284E+018","['dia', 'de', 'galo', 'bom', 'dia']",
420,"1,18320523515151E+018","['gostava', 'tanto', 'de', 'vc']",
421,"1,17831339906901E+018","['e', 'isso', 'ai', 'neymar', 'foco', 'e', 'fe', 'seja', 'humilde', 'jogo', 'com', 'alegria', 'deus', 'te', 'abencoe']",
422,"1,09296667184366E+018","['sua', 'logica', 'inversa', 'e', 'de', 'uma', 'estupidez', 'fantastica', 'parabens']",
423,"1,10546499393019E+018","['midia', 'e', 'alvo', 'de', 'bolsonaro', 'no', 'twiter', 'a', 'cada', '3', 'dias']",
424,"1,17254202585978E+018",['ftrfvct'],
425,"1,18313982937208E+018","['essa', 'foi', 'bem', 'no', 'rim']",
426,"1,12303622056777E+018","['aprendemos', 'que', 'mais', 'vale', 'uma', 'adaga', 'na', 'mao', 'do', 'que', 'dois', 'dragoes', 'voando', 'gameofthrones', 'aryastark', 'notoday']",
427,"1,16025353345268E+018",['gado'],
428,"1,09020735448067E+018","['doar', 'um', 'bandido', 'entra', 'na', 'sua', 'casa', 'rouba', 'tudo', 'o', 'que', 'voce', 'tem', 'mata', 'pessoas', 'da', 'sua', 'familia', 'destroi', 'o', 'seu', 'espaco', 'emocio']",direita
429,"1,18313590685478E+018","['juro', 'que', 'eu', 'queria', 'sabe', 'onde', 'voces', 'estavam', 'entre', '2010', 'e', '2018']",
430,"1,10947921805487E+018","['ou', 'entao', 'esta', 'querendo', 'que', 'o', 'governo', 'sente', 'logo', 'com', 'ele', 'para', 'negociar', 'cargos', 'e', 'outros', 'favores', 'politicos', 'em', 'funcao', 'da', 'aprovacao', 'do', 'projeto', 'da', 'previdencia']",
431,"1,17337235675832E+018","['estou', 'completamente', 'arrepiadopublico', 'saindo', 'da', 'bienal', 'com', 'o', 'livro', 'lgbt', 'em', 'maos', 'e', 'protestando', 'contra', 'os', 'agentes', 'da', 'censur']",
432,"1,18319244569521E+018","['basketbal', 'penis']",
433,"1,18320364609335E+018",['vari'],
434,"1,17873754459648E+018","['direito', 'a', 'perversao', 'externado', 'com', 'algum', 'intuito']",
435,"1,18291328683415E+018","['i', 'fel', 'sorry', 'for', 'those', 'afected', 'by', 'the', 'typhon', 'my', 'prayers', 'and', 'thoughts', 'are', 'with', 'them', 'prayforjapan']",
436,"1,18672076672702E+018","['segundo', 'filhos', 'de', 'bolsonaro', 'lideram', 'grupo', 'de', 'funcionarios', 'que', 'criam', 'perfis', 'falsos', 'nas', 'redes', 'sociais', 'e', 'que', 'parte', 'desse', 'esquema', 'funcionou', 'ate', 'mesmo', 'dentro', 'do', 'gabinete', 'da', 'presidencia', 'fala', 'mais', 'joice', 'e', 'bom', 'que', 'o', 'brasil', 'saiba', 'toda', 'a', 'verdade']",esquerda
437,"1,18280645444682E+018","['esse', 'ze', 'mane', 'n', 'cansa', 'de', 'passar', 'vergonha', 'msm', 'ne']",
438,"1,07616165933557E+018","['nos', 'eua', 'o', 'preco', 'na', 'bomba', 'flutua', 'diariamente', 'sobe', 'e', 'descemas', 'pela', 'sua', 'constatacao', 'independente', 'das', 'regras', 'tributarias', 'de', 'cada', 'pais', 'as', 'regras', 'de', 'mercado', 'aqui', 'devem', 'ser', 'diferentes', 'das', 'de', 'la', 'neaqui', 'voce', 'constatou', 'que', 'so', 'pode', 'subir', 'e', 'que', 'valorizacao', 'de', 'estoque', 'prejuizo']",
